Product Supplier ID,Product Category,Supplier Office,Product Description,Contact Name,Company,Address 1,Address 2,City,Prov/State,Zip/Postal,Country,Phone,Fax,Email,Web,Represents,Affiliation
524,200,1,ATTRACTIONS,Craig Booth,PARAMOUNT CANADA'S WONDERLAND,PO Box 624,9580 Jane St,Toronto,ON,L6A 1S6, ,9058327000,9058327499,info@canadaswonderland.com,http://www.canadaswonderland.com, ,PGY
529,150,1,AIRLINES,Nella Gonzales,CANADIAN AIRLINES,3250 Bloor St W,Suite 1200 E Tower,Toronto (Etobicoke),ON,M8X 2Z2, ,4162073400,4162073657, ,http://www.cdnair.ca, ,ACTAPGY
536,100,1,AIRLINE CONSOLIDATORS,Alexandra Pelts,CANADIAN GATEWAY,7077 Bathurst St,# 204,Toronto,ON,L4J 2J6, ,9056601100,9056607004,canadiangateway@canadiangateway.com, , ,PGY
536,500,1,TOUR OPERATORS/WHOLESALES,Alexandra Pelts,CANADIAN GATEWAY,7077 Bathurst St,# 204,Toronto,ON,L4J 2J6, ,9056601100,9056607004,canadiangateway@canadiangateway.com, , ,PGY
539,500,1,TOUR OPERATORS/WHOLESALES,Errol Francis,WORLD OF VACATIONS,191 The West Mall,6th Fl,Toronto (Etobicoke),ON,M9C 5K8, ,4166208050,4166209267,elacorte@worldofvacations.com, , ,PGY
548,200,1,ATTRACTIONS,Judy Tonin,CANADIAN MUSEUM OF CIVILIZATION,Shipping and Receiving,100 Laurier St,Hull,PQ,J8X 4H2, ,8197767000,8197768279,judy.tonin@civilization.ca,http://www.civilization.ca, ,PGY
554,350,1,HOTEL REPS & CHAINS IN CANADA,Lynne McCrory,FAIRMONT HOTELS & RESORTS,100 Wellington St W,Suite 1600 Box 40,Toronto,ON,M5K 1B7, ,4168742520,4168742522, , , ,ACTAPGY
558,200,1,ATTRACTIONS,Heidi Rosenberg,CANADIAN STAGE COMPANY,26 Berkeley Street, ,Toronto,ON,M5A 2W3, ,4163678243,4163671768, , , , 
562,500,1,TOUR OPERATORS/WHOLESALES,Himo Mansour,CANADIAN TRAVEL ABROAD,80 Richmond St. W.,Suite 804,Toronto,ON,M5H 2A4, ,4163642738,4163646951,cantrav@baxter.net,http://www.baxter.net/cantrav, ,ACTAPGY
584,500,1,TOUR OPERATORS/WHOLESALES,Ron Bardak,CARAVEL TOURS & TRAVEL LTD,5007A - 50th St, ,Stony Plain,AB,T7Z 1T3, ,7809634575,7809630677, , , ,PGY
603,350,1,HOTEL REPS & CHAINS IN CANADA,Joyce Welygan,DAYS INN - TORONTO DOWNTOWN,30 Carlton St, ,Toronto,ON,M5B 2E9, ,4169776655,4169770502, , , ,ACTA
605,350,1,HOTEL REPS & CHAINS IN CANADA,Kristen Hodson,BEST WESTERN TOR AIRPORT-CARLTON PL HTL,33 Carlson Court, ,Toronto,ON,M9W 6H5, ,4166751234,4166753436, , , ,ACTAPGY
613,300,1,CRUISE LINES,Jill Potash,CARNIVAL CRUISE LINES,3655 NW 87 Ave, ,Miami,FL,33178-2,USA,3055992600,3055998666,ccl@wattsgroup.com, , ,ACTAPGY
614,200,1,ATTRACTIONS,Wendy Woof-Severn,CASA LOMA,1 Austin Terrace, ,Toronto,ON,M5R 1X8, ,4169231171,4169235734,info@casaloma.org,http://www.casaloma.org, ,PGY
616,150,1,AIRLINES,Jennifer Pearson,CATHAY PACIFIC AIRWAYS LTD,550 W. 6th Ave,Suite 500,Vancouver,BC,V6Z 4S2, ,6046062916,6046062938, ,http://www.cathay.ca, ,ACTAPGY
621,150,1,AIRLINES,Cheryl Allan,CAYMAN AIRWAYS,234 Eglinton Ave E,Suite 306,Toronto,ON,M4P 1K5, ,4164851550,4164857578, , , ,PGY
640,100,1,AIRLINE CONSOLIDATORS,Anish Suchak,CHALAIS HOLDINGS (CANADA) LTD,1240 Drummond, ,Montreal,PQ,H3G 1V7, ,5148753333,5148779899,sales@chalais.com,http://www.chalais.com, ,PGY
640,500,1,TOUR OPERATORS/WHOLESALES,Anish Suchak,CHALAIS HOLDINGS (CANADA) LTD,1240 Drummond, ,Montreal,PQ,H3G 1V7, ,5148753333,5148779899,sales@chalais.com,http://www.chalais.com, ,PGY
647,400,1,MOTOR COACH TOUR OPERATORS,Joe Jansen,CHARTER BUS LINES,8730 River Rd, ,Delta,BC,V4G 1B5, ,6049401707,6049460622, , , ,ACTAPGY
659,100,1,AIRLINE CONSOLIDATORS,Sue Kai Cheung,CHINA TOURS INTERNATIONAL INC.,176 Glouchester St,Suite 201,Ottawa,ON,K2P 0A6, ,6132336947,6132333877,chinatour@on.aibn.com, , ,PGY
659,500,1,TOUR OPERATORS/WHOLESALES,Sue Kai Cheung,CHINA TOURS INTERNATIONAL INC.,176 Glouchester St,Suite 201,Ottawa,ON,K2P 0A6, ,6132336947,6132333877,chinatour@on.aibn.com, , ,PGY
662,350,1,HOTEL REPS & CHAINS IN CANADA,Katrina Sagan,CHOICE HOTELS CANADA INC.,5090 Explorer Dr,Suite 500,Mississauga,ON,L4W 4T9, ,9056022222,9056026200, , , ,ACTAPGY
686,500,1,TOUR OPERATORS/WHOLESALES,Lynn L. Pellerin,CLUB MED SALES CANADA INC.,2 Place Alexis Nihon,Suite 1500,Montreal,PQ,H3Z 3C1, ,5149371428,5149379661, , , ,ACTAPGY
698,200,1,ATTRACTIONS,Krista Kalbfleisch,CN TOWER,301 Front St W, ,Toronto,ON,M5V 2T6, ,4166014874,4166014753,kkalbfle@cntower.ca,http://www.cntower.ca, ,PGY
705,500,1,TOUR OPERATORS/WHOLESALES,Brett Walker,COLLETTE TOURS CANADA LTD,701 Evans Ave,Suite 707,Toronto (Etobicoke),ON,M9C 1A3, ,4166261661,4166262788,bwalker@collettetours.com,http://www.collettetours.com, ,ACTAPGY
717,450,1,RAILROADS,M. Pangallo,COMPAGNIA ITALIANA TURISMO INC,666 Sherbrooke W,Suite 901,Montreal,PQ,H3A 1E7, ,5148454310,5148459137,citmontreal@cittours.com, , ,ACTAPGY
717,451,1,RAILROADS, ,ITALY/EURAILPASS/EUROPASS/GERMAN PASS, , , , , , ,,, , ,COMPAGNIA ITALIANA TURISMO INC, 
717,500,1,TOUR OPERATORS/WHOLESALES,M. Pangallo,COMPAGNIA ITALIANA TURISMO INC,666 Sherbrooke W,Suite 901,Montreal,PQ,H3A 1E7, ,5148454310,5148459137,citmontreal@cittours.com, , ,ACTAPGY
728,100,1,AIRLINE CONSOLIDATORS,Robert Glazier,CONFERENCE WORLD TOURS,4141 Yonge St,Suite 402,Toronto,ON,M2P 2A8, ,4162216411,4162257334,conftour@interlog.com,http://www.conferencetours.com, ,PGY
728,500,1,TOUR OPERATORS/WHOLESALES,Robert Glazier,CONFERENCE WORLD TOURS,4141 Yonge St,Suite 402,Toronto,ON,M2P 2A8, ,4162216411,4162257334,conftour@interlog.com,http://www.conferencetours.com, ,PGY
731,500,1,TOUR OPERATORS/WHOLESALES,Susan Elliott,CONQUEST VACATIONS,85 Brisbane Rd, ,Toronto (North York),ON,M3J 2K3, ,4166659255,4166656811,conquest@travelconquest.com, , ,PGY
742,500,1,TOUR OPERATORS/WHOLESALES,Joanne Gellatly,CONTIKI HOLIDAYS,355 Eglinton Ave E, ,Toronto,ON,M4P 1M5, ,4169329449,4169322714,contiki@globalserve.net,http://www.contiki.com, ,ACTAPGY
781,300,1,CRUISE LINES, ,CRYSTAL CRUISES INC.,2049 Century Park E,Suite 1400,Los Angeles,CA,90067, ,3107859300,3102869231, ,http://www.crystalcruises.com, ,ACTAPGY
796,150,1,AIRLINES,Mary Papamichael,CYPRUS AIRWAYS LTD,34-09 Broadway, ,Astoria,NY,11106,USA,7182676882,7182676885,kinisisusa@aol.com, , , 
796,500,1,TOUR OPERATORS/WHOLESALES,Mary Papamichael,CYPRUS AIRWAYS LTD,34-09 Broadway, ,Astoria,NY,11106,USA,7182676882,7182676885,kinisisusa@aol.com, , , 
796,501,1,TOUR OPERATORS/WHOLESALES,Mary Papamichael,KINISIS TRAVEL & TOURS,34-09 Broadway, ,Astoria,NY,11106,USA,7182676880,7182676885,kinisisusa@aol.com, ,CYPRUS AIRWAYS LTD, 
810,350,1,HOTEL REPS & CHAINS IN CANADA,K. Stemmler,DAYS INNS - CANADA,77 Bloor St W,Suite 2000,Toronto,ON,M5S 1M2, ,4169663297,4169235424, , , ,ACTAPGY
817,350,1,HOTEL REPS & CHAINS IN CANADA,Alison Lansdown,DELTA HOTELS,100 Wellington St W Suite 120,PO Box 227 TD Centre,Toronto,ON,M5K 1J3, ,4168742000,4168742001, , , ,ACTAPGY
828,200,1,ATTRACTIONS,Charlotte Mikolaiczyk,DER TRAVEL SERVICE LTD,904 The East Mall, ,Toronto (Etobicoke),ON,M9B 6K2, ,4166951209,4166951210,der@dercanada.com,http://www.dercanada.com, ,ACTAPGY
828,201,1,ATTRACTIONS, ,BRITISH HERITAGE PASS, , , , , , ,,, ,http://www.dercanada.com,DER TRAVEL SERVICE LTD, 
828,400,1,MOTOR COACH TOUR OPERATORS,Charlotte Mikolaiczyk,DER TRAVEL SERVICE LTD,904 The East Mall, ,Toronto (Etobicoke),ON,M9B 6K2, ,4166951209,4166951210,der@dercanada.com,http://www.dercanada.com, ,ACTAPGY
828,401,1,MOTOR COACH TOUR OPERATORS, ,EUROLINE BUS PASS, , , , , , ,,, ,http://www.dercanada.com,DER TRAVEL SERVICE LTD, 
828,450,1,RAILROADS,Charlotte Mikolaiczyk,DER TRAVEL SERVICE LTD,904 The East Mall, ,Toronto (Etobicoke),ON,M9B 6K2, ,4166951209,4166951210,der@dercanada.com,http://www.dercanada.com, ,ACTAPGY
828,451,1,RAILROADS,Charlotte Mikolaiczyk,DERRAIL - EUROPEAN RAIL SERVICES,904 The East Mall, ,Toronto (Etobicoke),ON,M9B 6K2, ,4166951209,4166951210,der@dercanada.com,http://www.dercanada.com,DER TRAVEL SERVICE LTD, 
